CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod,NumComplaints,Churn,ChurnProb,RiskTier,ChurnPred
C00191,Male,33,0,Yes,Yes,49,Yes,DSL,No,No,No internet service,Two year,No,44.9,2174.17,Mailed check,0,0,0.0062,Low,0.0
C00192,Male,58,0,No,No,45,Yes,Fiber optic,No internet service,No internet service,Yes,One year,No,87.75,3960.61,Bank transfer,1,0,,Unknown,
C00193,Male,63,0,No,No,44,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,90.88,3955.58,Credit card,1,0,,Unknown,
C00194,Female,26,0,No,No,26,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,48.11,1232.29,Credit card,2,0,,Unknown,
C00195,Male,52,0,No,No,69,Yes,Fiber optic,No,No,No,One year,Yes,82.74,5705.1,Electronic check,1,0,,Unknown,
C00196,Male,42,0,Yes,No,7,Yes,No,No,Yes,Yes,Two year,Yes,27.7,185.84,Electronic check,2,0,,Unknown,
C00197,Female,37,0,No,Yes,25,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,52.26,1307.62,Credit card,2,0,0.1247,Low,0.0
C00198,Female,58,0,Yes,No,9,Yes,No,Yes,No,No internet service,Month-to-month,Yes,18.98,143.88,Electronic check,2,0,,Unknown,
C00199,Female,32,0,No,Yes,25,No,DSL,No internet service,Yes,No,Month-to-month,Yes,57.93,1486.29,Electronic check,1,1,0.1212,Low,0.0
C00200,Male,61,0,No,No,69,Yes,No,No,No,No,Month-to-month,Yes,23.87,1679.56,Electronic check,1,0,,Unknown,
C00201,Male,40,0,Yes,Yes,27,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,101.59,2690.86,Bank transfer,6,1,,Unknown,
C00202,Female,23,0,Yes,No,65,Yes,DSL,No,No,No internet service,Month-to-month,Yes,27.07,1771.45,Bank transfer,1,0,0.0419,Low,0.0
C00203,Male,63,0,Yes,No,36,No,Fiber optic,No,No,Yes,Month-to-month,Yes,65.75,2359.99,Electronic check,2,1,,Unknown,
C00204,Male,66,1,No,No,50,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,22.38,1116.62,Bank transfer,7,1,,Unknown,
C00205,Female,50,0,No,No,33,Yes,No,No,Yes,No internet service,One year,Yes,22.52,741.0,Bank transfer,2,0,,Unknown,
C00206,Male,59,0,Yes,No,19,Yes,Fiber optic,No,No,No,Month-to-month,No,97.58,1838.0,Bank transfer,6,1,0.9968,High,1.0
C00207,Female,26,0,Yes,No,55,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,72.23,3970.26,Electronic check,0,0,,Unknown,
C00208,Male,37,0,Yes,No,69,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,103.02,7139.05,Electronic check,3,0,,Unknown,
C00209,Female,37,0,No,No,19,Yes,DSL,No,Yes,No internet service,Two year,No,52.66,1037.0,Electronic check,2,0,,Unknown,
C00210,Female,61,0,Yes,Yes,56,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,41.87,2341.99,Mailed check,1,0,,Unknown,
C00211,Female,38,0,Yes,No,19,Yes,DSL,No internet service,No,No internet service,One year,Yes,38.77,704.0,Electronic check,1,0,,Unknown,
C00212,Male,59,0,No,No,51,Yes,No,No internet service,No,No,Month-to-month,Yes,23.01,1168.29,Bank transfer,3,0,,Unknown,
C00213,Female,35,0,Yes,No,57,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,77.65,4419.7,Electronic check,2,0,0.1801,Low,0.0
C00214,Female,52,0,No,Yes,32,Yes,Fiber optic,No,No,No internet service,Two year,No,102.81,3318.54,Mailed check,3,1,,Unknown,
C00215,Female,29,0,No,No,53,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,58.48,3075.3,Electronic check,5,1,0.996,High,1.0
C00216,Male,49,0,Yes,No,20,Yes,DSL,Yes,No,No,Month-to-month,No,58.17,1125.61,Electronic check,3,0,,Unknown,
C00217,Male,22,0,No,No,6,No,DSL,No,No,No,Month-to-month,No,51.13,292.46,Electronic check,0,0,,Unknown,
C00218,Male,59,0,Yes,No,7,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,56.89,411.19,Electronic check,0,0,,Unknown,
C00219,Male,19,0,Yes,Yes,32,Yes,DSL,Yes,No,No,One year,No,85.3,2710.55,Mailed check,0,0,,Unknown,
C00220,Female,74,1,No,No,65,Yes,DSL,Yes,No internet service,Yes,One year,Yes,64.56,4191.12,Mailed check,3,0,,Unknown,
C00221,Female,65,1,No,No,10,Yes,Fiber optic,No,No,No,Two year,Yes,71.11,725.69,Electronic check,2,0,0.1503,Low,0.0
C00222,Female,50,0,No,No,33,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,63.1,2051.28,Credit card,2,0,0.2241,Low,0.0
C00223,Female,69,1,Yes,No,50,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,85.8,4287.51,Bank transfer,1,0,,Unknown,
C00224,Female,64,0,Yes,Yes,15,Yes,No,No,No,No,Two year,No,28.73,435.34,Credit card,0,0,,Unknown,
C00225,Male,26,0,Yes,No,52,Yes,No,No internet service,No,No,Month-to-month,No,28.99,1519.95,Mailed check,0,0,0.0348,Low,0.0
C00226,Male,60,0,No,Yes,22,Yes,DSL,Yes,No,Yes,Two year,Yes,45.15,984.57,Bank transfer,2,0,,Unknown,
C00227,Female,39,0,No,No,58,Yes,Fiber optic,No internet service,Yes,Yes,One year,No,74.97,4378.8,Electronic check,1,0,,Unknown,
C00228,Male,66,1,No,No,42,Yes,No,No,No,No internet service,Month-to-month,No,30.57,1273.58,Electronic check,3,0,,Unknown,
C00229,Male,67,1,No,Yes,39,Yes,DSL,No,Yes,No,Two year,No,57.91,2274.24,Credit card,3,0,,Unknown,
C00230,Female,72,1,Yes,No,13,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,82.3,1091.91,Mailed check,2,1,,Unknown,
C00231,Female,43,0,No,No,33,Yes,No,No,No,No,One year,Yes,23.89,736.89,Bank transfer,3,0,,Unknown,
C00232,Male,29,0,Yes,No,61,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,84.61,5191.63,Mailed check,1,0,,Unknown,
C00233,Male,25,0,Yes,Yes,2,Yes,No,No,No internet service,No,One year,Yes,18.0,13.83,Credit card,0,0,,Unknown,
C00234,Male,27,0,No,No,54,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,18.0,962.85,Mailed check,3,0,,Unknown,
C00235,Female,74,1,No,No,35,No,DSL,Yes,Yes,No,Month-to-month,Yes,48.72,1726.78,Credit card,0,0,,Unknown,
C00236,Female,51,0,Yes,No,52,Yes,Fiber optic,No internet service,Yes,No,Two year,No,70.24,3643.36,Electronic check,2,1,,Unknown,
C00237,Female,38,0,Yes,No,48,Yes,No,No,No internet service,Yes,Month-to-month,Yes,29.04,1391.75,Electronic check,0,0,,Unknown,
C00238,Female,43,0,No,No,31,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,53.84,1687.19,Credit card,2,0,,Unknown,
C00239,Male,27,0,Yes,No,22,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,44.25,976.44,Mailed check,2,0,,Unknown,
C00240,Female,50,0,No,Yes,45,Yes,DSL,Yes,No,Yes,One year,Yes,61.12,2729.95,Electronic check,3,0,,Unknown,
C00241,Male,42,0,No,Yes,10,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No,78.76,811.07,Electronic check,0,0,,Unknown,
C00242,Male,63,0,Yes,No,42,Yes,Fiber optic,Yes,Yes,No internet service,One year,Yes,85.93,3615.66,Mailed check,2,0,,Unknown,
C00243,Female,19,0,Yes,No,7,Yes,No,Yes,No,Yes,One year,Yes,32.16,193.48,Bank transfer,2,0,,Unknown,
C00244,Female,71,1,Yes,No,47,Yes,DSL,Yes,Yes,No internet service,One year,No,56.59,2657.1,Electronic check,0,0,,Unknown,
C00245,Male,21,0,No,Yes,45,Yes,Fiber optic,No internet service,No,Yes,Two year,No,87.25,3932.46,Mailed check,0,0,,Unknown,
C00246,Male,41,0,Yes,Yes,6,Yes,DSL,No,No,No,Two year,No,62.0,363.62,Electronic check,0,0,,Unknown,
C00247,Male,37,0,No,No,54,No,No,Yes,No internet service,No,Month-to-month,No,34.89,1850.99,Mailed check,3,1,,Unknown,
C00248,Female,58,0,Yes,Yes,30,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,103.52,3077.48,Credit card,1,0,,Unknown,
C00249,Female,55,0,No,No,56,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,101.61,5676.63,Mailed check,3,0,,Unknown,
C00250,Male,29,0,Yes,No,3,No,DSL,No,No,Yes,Month-to-month,No,38.44,122.13,Mailed check,5,1,,Unknown,
C00251,Male,45,0,Yes,Yes,13,No,DSL,No,No,Yes,Month-to-month,Yes,47.45,639.66,Credit card,2,0,,Unknown,
C00252,Male,48,0,No,No,36,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,50.36,1784.27,Bank transfer,3,0,,Unknown,
C00253,Male,44,0,No,No,14,Yes,No,Yes,Yes,Yes,Month-to-month,No,24.91,336.67,Bank transfer,4,1,,Unknown,
C00254,Male,19,0,Yes,No,24,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,60.01,1397.75,Electronic check,6,1,,Unknown,
C00255,Male,28,0,Yes,Yes,47,Yes,No,No,Yes,No internet service,One year,No,26.71,1254.43,Mailed check,1,0,,Unknown,
C00256,Male,46,0,No,No,11,Yes,DSL,No internet service,Yes,Yes,Two year,No,54.91,633.69,Credit card,3,0,0.1364,Low,0.0
C00257,Female,32,0,Yes,No,49,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,88.84,4373.1,Electronic check,2,0,0.1585,Low,0.0
C00258,Female,49,0,Yes,No,8,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,76.29,604.42,Electronic check,6,1,,Unknown,
C00259,Male,27,0,Yes,Yes,13,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,59.31,763.9,Electronic check,2,0,,Unknown,
C00260,Female,59,0,Yes,Yes,42,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,80.71,3381.99,Bank transfer,7,1,,Unknown,
C00261,Male,28,0,No,No,57,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes,43.39,2466.9,Mailed check,0,0,,Unknown,
C00262,Female,55,0,No,No,13,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,56.96,740.44,Credit card,6,1,,Unknown,
C00263,Male,65,1,No,No,22,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,78.59,1721.15,Mailed check,7,1,,Unknown,
C00264,Female,38,0,No,No,66,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,48.95,3229.81,Bank transfer,5,1,,Unknown,
C00265,Male,25,0,Yes,No,71,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,58.67,4142.31,Bank transfer,1,0,,Unknown,
C00266,Female,18,0,No,No,42,Yes,Fiber optic,No,No,Yes,Month-to-month,No,81.44,3428.79,Bank transfer,2,1,0.2375,Low,0.0
C00267,Male,38,0,Yes,Yes,32,Yes,DSL,Yes,Yes,No,Two year,Yes,48.1,1551.0,Credit card,3,0,,Unknown,
C00268,Female,24,0,Yes,Yes,25,Yes,Fiber optic,No,No internet service,No,One year,No,79.03,2024.79,Electronic check,3,0,,Unknown,
C00269,Male,68,1,No,Yes,44,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,45.83,2025.9,Electronic check,3,0,,Unknown,
C00270,Female,73,1,Yes,No,42,Yes,DSL,Yes,No internet service,No,One year,Yes,65.49,2747.16,Bank transfer,3,0,0.0397,Low,0.0
C00271,Male,73,1,Yes,Yes,21,Yes,DSL,No,No,No internet service,Two year,No,51.48,1112.78,Mailed check,0,0,,Unknown,
C00272,Female,70,1,Yes,No,2,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,70.18,167.98,Mailed check,2,0,,Unknown,
C00273,Male,51,0,No,No,11,Yes,DSL,No,No,Yes,One year,Yes,63.97,688.91,Electronic check,3,0,0.0984,Low,0.0
C00274,Female,36,0,Yes,No,69,Yes,No,No,No,Yes,One year,Yes,18.0,1276.36,Electronic check,2,0,0.0218,Low,0.0
C00275,Female,43,0,No,No,30,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,85.54,2572.58,Credit card,3,0,0.0803,Low,0.0
C00276,Female,32,0,No,Yes,35,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,69.46,2402.94,Mailed check,7,1,,Unknown,
C00277,Male,65,1,No,No,34,Yes,Fiber optic,Yes,No internet service,Yes,One year,Yes,74.53,2519.38,Bank transfer,3,0,,Unknown,
C00278,Male,42,0,Yes,No,56,Yes,DSL,No,Yes,Yes,One year,No,47.91,2670.57,Electronic check,2,0,,Unknown,
C00279,Male,39,0,No,No,5,Yes,DSL,No,Yes,No internet service,One year,No,65.93,359.19,Mailed check,1,0,,Unknown,
C00280,Female,57,0,Yes,No,6,Yes,No,No,No,No internet service,Month-to-month,Yes,24.98,153.28,Electronic check,2,0,0.1582,Low,0.0
C00281,Female,39,0,No,No,20,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,66.33,1328.45,Mailed check,0,0,,Unknown,
C00282,Male,38,0,No,No,35,Yes,DSL,No,No internet service,No,One year,Yes,50.65,1771.54,Electronic check,3,0,,Unknown,
C00283,Female,30,0,Yes,Yes,48,Yes,No,No internet service,Yes,No,One year,Yes,34.57,1698.76,Credit card,0,0,,Unknown,
C00284,Male,21,0,No,No,35,Yes,No,No internet service,No,No internet service,Two year,Yes,28.37,988.7,Electronic check,0,0,,Unknown,
C00285,Female,20,0,No,No,32,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,89.21,2846.19,Credit card,7,1,,Unknown,
C00286,Male,40,0,Yes,Yes,67,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,76.6,5155.53,Electronic check,2,0,,Unknown,
C00287,Male,74,1,Yes,Yes,12,No,No,Yes,Yes,Yes,One year,No,22.18,269.33,Credit card,7,1,,Unknown,
C00288,Male,32,0,No,No,41,Yes,Fiber optic,No,No,No,One year,Yes,91.87,3794.86,Credit card,0,0,,Unknown,
C00289,Male,54,0,No,No,39,Yes,Fiber optic,No,No,No,Month-to-month,No,72.45,2817.08,Bank transfer,3,0,,Unknown,
C00290,Male,36,0,No,Yes,34,Yes,No,No,No,Yes,One year,Yes,18.0,615.46,Bank transfer,3,0,,Unknown,
C00291,Male,35,0,Yes,No,58,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,96.25,5618.1,Mailed check,1,0,,Unknown,
C00292,Male,27,0,No,No,19,No,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,68.77,1296.58,Credit card,4,1,,Unknown,
C00293,Male,50,0,No,No,68,No,DSL,No,No internet service,Yes,Month-to-month,No,75.44,5149.1,Electronic check,1,0,,Unknown,
C00294,Female,55,0,No,No,24,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,79.58,1878.95,Electronic check,1,0,,Unknown,
C00295,Male,37,0,No,No,39,Yes,DSL,No internet service,Yes,No internet service,One year,Yes,34.51,1360.5,Bank transfer,0,0,,Unknown,
C00296,Male,48,0,Yes,Yes,37,Yes,DSL,No,No,Yes,Month-to-month,Yes,40.05,1468.52,Bank transfer,1,0,,Unknown,
C00297,Female,45,0,No,No,61,Yes,Fiber optic,No,No,Yes,Two year,No,92.87,5682.62,Electronic check,2,0,,Unknown,
C00298,Female,33,0,Yes,Yes,32,No,No,No internet service,No,No,Month-to-month,Yes,27.28,850.25,Mailed check,2,1,,Unknown,
C00299,Male,57,0,Yes,No,21,Yes,DSL,Yes,No internet service,No internet service,One year,Yes,43.27,928.98,Bank transfer,2,0,,Unknown,
C00300,Female,49,0,No,No,2,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,74.23,146.96,Mailed check,3,1,,Unknown,
C00301,Female,21,0,Yes,No,26,Yes,No,Yes,No,Yes,Month-to-month,Yes,33.95,890.69,Electronic check,1,0,,Unknown,
C00302,Female,46,0,Yes,No,59,Yes,Fiber optic,No,No,No,One year,Yes,82.27,4856.33,Electronic check,1,0,0.0259,Low,0.0
C00303,Male,40,0,Yes,No,1,Yes,Fiber optic,No,No,No,Two year,Yes,100.58,98.2,Mailed check,3,0,0.1309,Low,0.0
C00304,Male,63,0,No,No,64,Yes,Fiber optic,Yes,No,No internet service,Two year,No,66.42,4237.16,Mailed check,2,0,0.0547,Low,0.0
C00305,Male,35,0,No,Yes,39,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,68.14,2637.93,Bank transfer,4,1,0.9906,High,1.0
C00306,Female,72,1,Yes,No,10,Yes,DSL,No,No,No internet service,Month-to-month,Yes,70.37,717.3,Credit card,1,0,,Unknown,
C00307,Female,53,0,Yes,No,22,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,92.41,2009.84,Electronic check,0,0,,Unknown,
C00308,Female,25,0,No,No,40,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,107.98,4315.84,Electronic check,2,0,,Unknown,
C00309,Female,40,0,Yes,No,23,Yes,DSL,No internet service,Yes,No,Month-to-month,No,64.19,1455.69,Bank transfer,0,0,,Unknown,
C00310,Male,68,1,No,No,8,Yes,DSL,No internet service,No internet service,No,Two year,No,59.22,466.49,Mailed check,3,0,,Unknown,
C00311,Male,32,0,No,No,48,Yes,Fiber optic,No,No internet service,No,One year,No,108.01,5146.4,Electronic check,1,0,,Unknown,
C00312,Female,58,0,Yes,No,48,No,Fiber optic,No,Yes,No,Month-to-month,Yes,52.72,2553.85,Electronic check,1,0,0.1249,Low,0.0
C00313,Female,62,0,No,Yes,9,Yes,Fiber optic,Yes,No internet service,No,Two year,No,92.0,841.94,Electronic check,3,0,,Unknown,
C00314,Male,57,0,Yes,No,20,Yes,Fiber optic,No,No,No,One year,No,41.9,836.62,Bank transfer,3,0,,Unknown,
C00315,Male,23,0,No,No,18,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,102.59,1849.94,Bank transfer,3,1,,Unknown,
C00316,Female,39,0,Yes,No,47,Yes,DSL,Yes,No,No,Two year,No,70.16,3320.51,Bank transfer,3,0,0.0356,Low,0.0
C00317,Male,37,0,No,No,52,Yes,No,No internet service,Yes,Yes,One year,Yes,31.62,1633.21,Electronic check,3,0,,Unknown,
C00318,Male,37,0,No,No,52,Yes,No,Yes,No,Yes,Month-to-month,No,24.01,1274.31,Electronic check,0,0,,Unknown,
C00319,Female,68,1,No,No,67,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,66.9,4467.82,Credit card,1,1,,Unknown,
C00320,Male,18,0,No,No,55,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,77.23,4246.41,Electronic check,0,0,,Unknown,
C00321,Male,48,0,Yes,No,23,Yes,DSL,No,No,Yes,Month-to-month,Yes,61.03,1375.44,Bank transfer,1,0,,Unknown,
C00322,Female,73,1,No,No,8,Yes,No,No internet service,Yes,No internet service,Two year,Yes,18.0,171.15,Electronic check,2,1,,Unknown,
C00323,Male,67,1,No,No,44,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,62.29,2734.59,Bank transfer,1,0,,Unknown,
C00324,Female,52,0,Yes,No,66,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,72.94,4820.3,Electronic check,2,1,0.1818,Low,0.0
C00325,Male,74,1,Yes,Yes,70,Yes,No,No,No,No,Two year,Yes,33.87,2354.95,Mailed check,2,0,0.0438,Low,0.0
C00326,Male,40,0,Yes,No,17,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes,95.65,1621.5,Electronic check,0,0,0.0181,Low,0.0
C00327,Male,52,0,Yes,Yes,17,Yes,DSL,No internet service,No,No internet service,Two year,Yes,57.53,957.56,Mailed check,3,0,,Unknown,
C00328,Female,48,0,No,No,3,Yes,Fiber optic,Yes,No,No,Two year,No,71.73,197.87,Credit card,0,0,,Unknown,
C00329,Male,20,0,Yes,Yes,11,Yes,No,No,No,No,Two year,Yes,23.25,222.75,Electronic check,1,0,,Unknown,
C00330,Female,20,0,No,No,40,Yes,DSL,No,No,No internet service,Two year,Yes,63.92,2551.15,Electronic check,1,0,,Unknown,
C00331,Male,69,1,No,No,39,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,59.34,2299.43,Electronic check,7,1,,Unknown,
C00332,Male,27,0,Yes,No,27,Yes,Fiber optic,No,No,No,Month-to-month,Yes,80.09,2206.11,Electronic check,7,1,,Unknown,
C00333,Female,38,0,No,No,23,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,70.02,1587.38,Bank transfer,3,1,,Unknown,
C00334,Female,53,0,Yes,Yes,59,Yes,No,No,No,No,Month-to-month,No,22.48,1311.54,Electronic check,0,0,,Unknown,
C00335,Female,50,0,Yes,Yes,33,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,54.36,1808.34,Credit card,3,1,,Unknown,
C00336,Male,47,0,Yes,Yes,58,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,92.76,5359.35,Electronic check,3,0,,Unknown,
C00337,Male,73,1,Yes,No,69,Yes,No,Yes,No,Yes,Month-to-month,Yes,23.89,1644.89,Electronic check,0,0,0.0425,Low,0.0
C00338,Female,62,0,Yes,No,23,Yes,DSL,No internet service,No internet service,No,One year,Yes,44.52,1037.15,Credit card,1,0,,Unknown,
C00339,Male,71,1,Yes,No,15,Yes,DSL,No,No,No,Month-to-month,No,42.33,646.68,Bank transfer,1,0,,Unknown,
C00340,Male,55,0,Yes,No,68,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,33.88,2303.55,Mailed check,1,0,,Unknown,
C00341,Female,73,1,Yes,Yes,46,Yes,Fiber optic,Yes,No,No,One year,Yes,77.43,3558.56,Electronic check,3,1,,Unknown,
C00342,Female,52,0,No,No,21,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No,79.99,1697.68,Bank transfer,0,0,0.1087,Low,0.0
C00343,Male,48,0,Yes,No,45,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,54.6,2479.84,Bank transfer,3,0,,Unknown,
C00344,Female,64,0,No,No,37,Yes,DSL,No internet service,No,No,Month-to-month,Yes,51.86,1918.61,Credit card,3,1,,Unknown,
C00345,Female,67,1,No,Yes,65,Yes,DSL,Yes,No internet service,No,One year,Yes,60.3,3928.37,Credit card,3,0,0.0604,Low,0.0
C00346,Male,21,0,No,No,19,Yes,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,53.82,1010.73,Bank transfer,0,0,,Unknown,
C00347,Female,69,1,No,No,71,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,81.08,5777.99,Electronic check,3,0,,Unknown,
C00348,Female,57,0,No,Yes,67,Yes,DSL,No internet service,No internet service,Yes,Two year,No,46.57,3134.32,Credit card,3,0,,Unknown,
C00349,Male,69,1,No,No,13,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,77.75,1002.69,Electronic check,2,0,,Unknown,
C00350,Male,58,0,No,No,12,Yes,No,Yes,Yes,No,Two year,Yes,18.0,203.92,Bank transfer,2,1,,Unknown,
C00351,Male,70,1,No,No,38,Yes,No,No internet service,No,No internet service,Two year,No,35.02,1365.29,Electronic check,3,0,0.1083,Low,0.0
C00352,Female,33,0,Yes,No,4,Yes,No,Yes,No,Yes,One year,Yes,28.38,101.82,Mailed check,1,0,,Unknown,
C00353,Male,28,0,No,No,22,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,77.98,1709.77,Electronic check,2,1,,Unknown,
C00354,Male,29,0,No,No,31,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,71.86,2201.17,Credit card,3,0,0.3417,Medium,0.0
C00355,Male,32,0,Yes,No,69,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,93.48,6468.77,Electronic check,2,0,,Unknown,
C00356,Male,30,0,No,No,71,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,41.71,2949.47,Bank transfer,0,0,,Unknown,
C00357,Male,43,0,No,No,11,Yes,No,Yes,Yes,Yes,Two year,Yes,20.03,219.22,Electronic check,3,0,,Unknown,
C00358,Female,29,0,No,No,64,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,No,42.03,2686.83,Credit card,1,1,,Unknown,
C00359,Female,27,0,Yes,No,7,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,75.23,572.46,Credit card,2,1,,Unknown,
C00360,Male,47,0,Yes,No,54,Yes,DSL,Yes,Yes,Yes,Two year,Yes,37.81,2076.29,Credit card,2,0,,Unknown,
C00361,Male,63,0,Yes,No,61,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,54.81,3348.37,Bank transfer,3,0,,Unknown,
C00362,Male,25,0,No,Yes,64,No,No,Yes,No,No internet service,Month-to-month,Yes,30.08,1911.09,Mailed check,3,1,,Unknown,
C00363,Female,47,0,No,No,16,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,48.42,776.15,Bank transfer,1,0,,Unknown,
C00364,Female,55,0,No,No,64,Yes,DSL,No,No,No,Month-to-month,Yes,55.13,3526.1,Electronic check,2,0,,Unknown,
C00365,Female,58,0,Yes,Yes,9,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,88.98,831.48,Electronic check,6,1,,Unknown,
C00366,Female,23,0,Yes,No,37,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,57.67,2184.34,Mailed check,1,0,,Unknown,
C00367,Male,59,0,No,No,34,Yes,DSL,No internet service,Yes,Yes,One year,No,50.02,1706.31,Mailed check,3,0,,Unknown,
C00368,Male,19,0,No,No,23,No,DSL,No internet service,No,No,Month-to-month,No,59.38,1380.62,Credit card,5,1,,Unknown,
C00369,Male,31,0,No,No,2,Yes,No,No internet service,No,No,One year,Yes,18.0,74.25,Bank transfer,3,0,,Unknown,
C00370,Female,36,0,Yes,No,55,Yes,No,No internet service,Yes,No,Month-to-month,No,18.0,999.58,Credit card,5,1,,Unknown,
C00371,Male,66,1,Yes,No,24,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,82.04,1952.0,Electronic check,1,1,,Unknown,
